9.758975517130745085e-08 9.758976764902450781e-08 1.758790207533928752e-07 1.191578096757534705e-03 1.191578096757536223e-03 1.273057885215334809e-03
4.859576807520779004e-06 4.859576807770485164e-06 8.754439188654370061e-06 1.191563520045850868e-03 1.191563520045852169e-03 1.273057763622611072e-03
9.718976094220444062e-06 9.718976094406335607e-06 1.750814476057326160e-05 1.191519751403813344e-03 1.191519751403814862e-03 1.273057395272382932e-03
1.457801766012474097e-05 1.457801766020735887e-05 2.626038859877931404e-05 1.191446734300406806e-03 1.191446734300407673e-03 1.273056769879955200e-03
1.943651594692890312e-05 1.943651594699748230e-05 3.501044100486601953e-05 1.191344365343951486e-03 1.191344365343953221e-03 1.273055870030029291e-03
2.429427738863468029e-05 2.429427738870386594e-05 4.375757469452467002e-05 1.191212501098845664e-03 1.191212501098846532e-03 1.273054670938601144e-03
2.915109776350757170e-05 2.915109776355328438e-05 5.250106522794579074e-05 1.191050959390119353e-03 1.191050959390120654e-03 1.273053140054747649e-03
3.400675959706214268e-05 3.400675959710427071e-05 6.124019167148441920e-05 1.190859520968001002e-03 1.190859520968002303e-03 1.273051236554822475e-03
3.886102958074889445e-05 3.886102958077522701e-05 6.997423723084840062e-05 1.190637931524606832e-03 1.190637931524608133e-03 1.273048910733635139e-03
4.371365604777000961e-05 4.371365604779574586e-05 7.870248989526231614e-05 1.190385904050876879e-03 1.190385904050878397e-03 1.273046103298103478e-03
4.856436649954736976e-05 4.856436649957537606e-05 8.742424306099771556e-05 1.190103121521291808e-03 1.190103121521293109e-03 1.273042744569751177e-03
5.341286517576383168e-05 5.341286517579257659e-05 9.613879610607573597e-05 1.189789239892839658e-03 1.189789239892840959e-03 1.273038753603259214e-03
5.825883070977380673e-05 5.825883070979925838e-05 1.048454549756439415e-04 1.189443891400162982e-03 1.189443891400164500e-03 1.273034037228993037e-03
6.310191383329431878e-05 6.310191383332200660e-05 1.135435326992896343e-04 1.189066688131719483e-03 1.189066688131720567e-03 1.273028489028180197e-03
6.794173518132955679e-05 6.794173518134518286e-05 1.222323499179990948e-04 1.188657225864930356e-03 1.188657225864931657e-03 1.273021988249938312e-03
7.277788315993596836e-05 7.277788315995269218e-05 1.309112353404874888e-04 1.188215088142930082e-03 1.188215088142931600e-03 1.273014398679970160e-03
7.760991192748991046e-05 7.760991192750839611e-05 1.395795262072034343e-04 1.187739850567702798e-03 1.187739850567704532e-03 1.273005567471081640e-03
8.243733945318898406e-05 8.243733945319958213e-05 1.482365686850471004e-04 1.187231085290267650e-03 1.187231085290268951e-03 1.272995323946137349e-03
8.725964569362992416e-05 8.725964569364542825e-05 1.568817182544675847e-04 1.186688365671003656e-03 1.186688365671005174e-03 1.272983478384228165e-03
9.207627087980081249e-05 9.207627087981432436e-05 1.655143400644550175e-04 1.186111271086314964e-03 1.186111271086315831e-03 1.272969820801040080e-03
9.688661390693598184e-05 9.688661390694911424e-05 1.741338092316067811e-04 1.185499391857825066e-03 1.185499391857826150e-03 1.272954119734534106e-03
1.016900308674398675e-04 1.016900308674544636e-04 1.827395111454670846e-04 1.184852334273852649e-03 1.184852334273853516e-03 1.272936121046872081e-03
1.064858336902303298e-04 1.064858336902417682e-04 1.913308417053863786e-04 1.184169725681530382e-03 1.184169725681531249e-03 1.272915546753652666e-03
