-9.999295884626987004e-11 -9.573710958491722340e-11 -6.668476163420749039e-11 1.191578102637699550e-03 1.191578102637701284e-03 1.191578102637701935e-03
4.859576807464076078e-06 4.859576807744669294e-06 8.754422764798400105e-06 1.191563520045851084e-03 1.191563520045852385e-03 1.191620926635587061e-03
9.718976094242563480e-06 9.718976094395110726e-06 1.750804141564767433e-05 1.191519751403813127e-03 1.191519751403814645e-03 1.191749277536562502e-03
1.457801766010567257e-05 1.457801766022914964e-05 2.626005329731251263e-05 1.191446734300406589e-03 1.191446734300407673e-03 1.191962792525548846e-03
1.943651594691762403e-05 1.943651594699165471e-05 3.500965863942952531e-05 1.191344365343951920e-03 1.191344365343952787e-03 1.192260868450059587e-03
2.429427738863849194e-05 2.429427738870604451e-05 4.375606199519285300e-05 1.191212501098845447e-03 1.191212501098846965e-03 1.192642664119684427e-03
2.915109776350959103e-05 2.915109776356924586e-05 5.249847360895128971e-05 1.191050959390119353e-03 1.191050959390120220e-03 1.193107103503461769e-03
3.400675959706340985e-05 3.400675959710116041e-05 6.123611078087514965e-05 1.190859520968000568e-03 1.190859520968002737e-03 1.193652879807549638e-03
3.886102958073332260e-05 3.886102958077078856e-05 6.996819914234366584e-05 1.190637931524606832e-03 1.190637931524608350e-03 1.194278460404201098e-03
4.371365604777000961e-05 4.371365604779816499e-05 7.869397389527190919e-05 1.190385904050876445e-03 1.190385904050878180e-03 1.194982092584023813e-03
4.856436649954863692e-05 4.856436649957377008e-05 8.741268098230201109e-05 1.190103121521292025e-03 1.190103121521292892e-03 1.195761810095029515e-03
5.341286517576516660e-05 5.341286517579208192e-05 9.612357815596407715e-05 1.189789239892839658e-03 1.189789239892840959e-03 1.196615440425653027e-03
5.825883070977085906e-05 5.825883070979561953e-05 1.048259360024143290e-04 1.189443891400163199e-03 1.189443891400164283e-03 1.197540612792769195e-03
6.310191383329281445e-05 6.310191383331277732e-05 1.135190388377522097e-04 1.189066688131719483e-03 1.189066688131720567e-03 1.198534766779753204e-03
6.794173518132568077e-05 6.794173518134203867e-05 1.222021855517526668e-04 1.188657225864930139e-03 1.188657225864931440e-03 1.199595161581107567e-03
7.277788315993523652e-05 7.277788315995197389e-05 1.308746903169574673e-04 1.188215088142930082e-03 1.188215088142931383e-03 1.200718885791294405e-03
7.760991192748629194e-05 7.760991192750129458e-05 1.395358832398336591e-04 1.187739850567703015e-03 1.187739850567704316e-03 1.201902867690587701e-03
8.243733945318929576e-05 8.243733945320343105e-05 1.481851108767252595e-04 1.187231085290267650e-03 1.187231085290268951e-03 1.203143885960754030e-03
8.725964569363405768e-05 8.725964569364300235e-05 1.568217366760906481e-04 1.186688365671003872e-03 1.186688365671004523e-03 1.204438580779034190e-03
9.207627087980052789e-05 9.207627087981432436e-05 1.654451413234602711e-04 1.186111271086314964e-03 1.186111271086316265e-03 1.205783465227707688e-03
9.688661390693271568e-05 9.688661390694575321e-05 1.740547229665405675e-04 1.185499391857825283e-03 1.185499391857826150e-03 1.207174936954952737e-03
1.016900308674390950e-04 1.016900308674492458e-04 1.826498973845920159e-04 1.184852334273852649e-03 1.184852334273853950e-03 1.208609290036428280e-03
1.064858336902273483e-04 1.064858336902393965e-04 1.912300980297933727e-04 1.184169725681529948e-03 1.184169725681531249e-03 1.210082726966314748e-03
1.112732889358265483e-04 1.112732889358374852e-04 1.997947760231254168e-04 1.183451219616865353e-03 1.183451219616866437e-03 1.211591370732099677e-03
1.160516167105415117e-04 1.160516167105517168e-04 2.083434000340481985e-04 1.182696500950986863e-03 1.182696500950987948e-03 1.213131276903613425e-03
1.208199897390337818e-04 1.208199897390421301e-04 2.168754561104189646e-04 1.181905291020328951e-03 1.181905291020329601e-03 1.214698445691466972e-03
1.255775325869238159e-04 1.255775325869333027e-04 2.253904474400214304e-04 1.181077352714817851e-03 1.181077352714818285e-03 1.216288833917888567e-03
1.303233210248991064e-04 1.303233210249086474e-04 2.338878940257700060e-04 1.180212495499017829e-03 1.180212495499018263e-03 1.217898366844636076e-03
1.350563815731305303e-04 1.350563815731369271e-04 2.423673323414928459e-04 1.179310580333051183e-03 1.179310580333052050e-03 1.219522949821196965e-03
1.397756911888370639e-04 1.397756911888449244e-04 2.508283148998826772e-04 1.178371524473521576e-03 1.178371524473522444e-03 1.221158479694058963e-03
1.444801771447218233e-04 1.444801771447256451e-04 2.592704098163510777e-04 1.177395306119848571e-03 1.177395306119850089e-03 1.222800855949431574e-03
1.491687170597503955e-04 1.491687170597573073e-04 2.676932002983113570e-04 1.176381968887947951e-03 1.176381968887949036e-03 1.224445991535594302e-03
1.538401391294699392e-04 1.538401391294749536e-04 2.760962841430922277e-04 1.175331626077004204e-03 1.175331626077004855e-03 1.226089823343837421e-03
1.584932225185453397e-04 1.584932225185506794e-04 2.844792731763523866e-04 1.174244464712827316e-03 1.174244464712828184e-03 1.227728322300986660e-03
1.631266979529846697e-04 1.631266979529887083e-04 2.928417926968179190e-04 1.173120749336414902e-03 1.173120749336415769e-03 1.229357503055920854e-03
1.677392485023226161e-04 1.677392485023266005e-04 3.011834809088726264e-04 1.171960825516781771e-03 1.171960825516782422e-03 1.230973433229454487e-03
1.723295105425285106e-04 1.723295105425320343e-04 3.095039883246255706e-04 1.170765123068795432e-03 1.170765123068796734e-03 1.232572242200369273e-03
1.768960749358390908e-04 1.768960749358423977e-04 3.178029771995730004e-04 1.169534158946124343e-03 1.169534158946124993e-03 1.234150129419728237e-03
1.814374883902836503e-04 1.814374883902865776e-04 3.260801209328481761e-04 1.168268539798760245e-03 1.168268539798760245e-03 1.235703372223106175e-03
1.859522550436763344e-04 1.859522550436800206e-04 3.343351035116092808e-04 1.166968964164609261e-03 1.166968964164610129e-03 1.237228333142152909e-03
1.904388382346593590e-04 1.904388382346626659e-04 3.425676189299935214e-04 1.165636224287406415e-03 1.165636224287407065e-03 1.238721466691526272e-03
1.948956624957796945e-04 1.948956624957823237e-04 3.507773706445119688e-04 1.164271207534831694e-03 1.164271207534832127e-03 1.240179325635149812e-03
1.993211157577252349e-04 1.993211157577261835e-04 3.589640710447746376e-04 1.162874897404166975e-03 1.162874897404167409e-03 1.241598566722734069e-03
2.037135517541543343e-04 2.037135517541573430e-04 3.671274409184752574e-04 1.161448374104946495e-03 1.161448374104946711e-03 1.242975955890842721e-03
2.080712926600941778e-04 2.080712926600952078e-04 3.752672089704228719e-04 1.159992814695535741e-03 1.159992814695536391e-03 1.244308372939331286e-03
2.123926319259864686e-04 2.123926319259893147e-04 3.833831113247802304e-04 1.158509492774260474e-03 1.158509492774260907e-03 1.245592815673737764e-03
2.166758373477457693e-04 2.166758373477478293e-04 3.914748910854488092e-04 1.156999777702048295e-03 1.156999777702049162e-03 1.246826403531298144e-03
2.209191543330703343e-04 2.209191543330724756e-04 3.995422978810420620e-04 1.155465133361423084e-03 1.155465133361423301e-03 1.248006380685734310e-03
2.251208094023784945e-04 2.251208094023798498e-04 4.075850874681837053e-04 1.153907116431792399e-03 1.153907116431792832e-03 1.249130118651572063e-03
2.292790138849493814e-04 2.292790138849497880e-04 4.156030213215868149e-04 1.152327374189609935e-03 1.152327374189610369e-03 1.250195118387927885e-03
