0.0025 0.968792 2.93957 0.000997812 0.00484396 0.0146978 4.98906e-06
0.0075 0.42658 0.636089 0.00233406 0.00697686 0.0178783 1.66593e-05
0.0125 0.0608012 0.436067 0.0185413 0.00728086 0.0200586 0.000109366
0.0175 0.155286 2.22843 0.0173795 0.00805729 0.0312008 0.000196263
0.0225 2.16825 0.115814 0.0322331 0.0188985 0.0317798 0.000357428
0.0275 2.80042 0.00353245 0.0376382 0.0329006 0.0317975 0.000545619
0.0325 0.0741699 0.248525 0.0257487 0.0332715 0.0330401 0.000674363
0.0375 2.64995 0.147968 0.019147 0.0465212 0.0337799 0.000770098
0.0425 0.151339 0.0297086 0.012682 0.0472779 0.0339285 0.000833508
0.0475 0.0843397 0.337181 0.0159352 0.0476996 0.0356144 0.000913184
0.0525 0.0763264 0.190374 0.0116874 0.0480813 0.0365663 0.000971621
0.0575 0.272756 1.22932 0.00840402 0.049445 0.0427129 0.00101364
0.0625 0.0614531 0.186173 0.0242075 0.0497523 0.0436437 0.00113468
0.0675 0.277734 0.0673979 0.35096 0.051141 0.0439807 0.00288948
0.0725 0.0524552 0.100889 0.0402114 0.0514032 0.0444852 0.00309054
0.0775 0.492698 0.486906 0.235024 0.0538667 0.0469197 0.00426566
0.0825 0.166243 0.0399434 0.0723758 0.054698 0.0471194 0.00462754
0.0875 1.13584 0.0043782 1.80158 0.0603772 0.0471413 0.0136354
0.0925 0.311713 0.165664 0.921403 0.0619357 0.0479696 0.0182424
0.0975 0.596002 0.626805 0.685628 0.0649158 0.0511037 0.0216706
0.1025 0.480341 2.31221 0.789539 0.0673175 0.0626647 0.0256183
0.1075 0.0591605 1.74312 1.64488 0.0676133 0.0713803 0.0338427
0.1125 0.0404783 0.332313 0.4378 0.0678157 0.0730419 0.0360317
0.1175 0.458907 1.06087 0.93894 0.0701102 0.0783462 0.0407264
0.1225 0.573598 0.664761 0.666164 0.0729782 0.08167 0.0440572
0.1275 0.80367 0.478969 0.797391 0.0769965 0.0840649 0.0480441
0.1325 1.87904 0.567811 0.70247 0.0863917 0.0869039 0.0515565
0.1375 0.360659 0.159599 0.101814 0.088195 0.0877019 0.0520656
0.1425 0.0365056 0.599645 0.207412 0.0883775 0.0907002 0.0531026
0.1475 0.0521616 2.02948 0.165341 0.0886383 0.100848 0.0539293
0.1525 0.108996 0.125771 0.0972053 0.0891833 0.101476 0.0544153
0.1575 0.205642 0.170821 0.183602 0.0902115 0.102331 0.0553334
0.1625 0.599631 0.0520395 0.0438963 0.0932097 0.102591 0.0555528
0.1675 2.06444 0.576202 0.0995458 0.103532 0.105472 0.0560506
0.1725 0.078532 0.0649771 0.0701186 0.103925 0.105797 0.0564012
0.1775 0.0783641 0.0789063 0.0768157 0.104316 0.106191 0.0567852
0.1825 0.474047 0.129468 0.105227 0.106687 0.106838 0.0573114
0.1875 0.659976 2.86614 0.133819 0.109986 0.121169 0.0579805
0.1925 0.304247 0.239185 0.164861 0.111508 0.122365 0.0588048
0.1975 0.7399 0.366289 0.405589 0.115207 0.124197 0.0608327
0.2025 0.662564 0.653803 0.264245 0.11852 0.127466 0.0621539
0.2075 0.160232 0.904909 0.137749 0.119321 0.13199 0.0628427
0.2125 0.292213 0.331787 0.297005 0.120782 0.133649 0.0643277
0.2175 0.729538 0.650969 0.575258 0.12443 0.136904 0.067204
0.2225 1.32825 1.45244 0.645053 0.131071 0.144166 0.0704293
0.2275 0.519366 0.570385 0.609688 0.133668 0.147018 0.0734777
0.2325 0.872083 0.872242 0.76343 0.138028 0.151379 0.0772949
0.2375 0.779634 1.39 0.748666 0.141927 0.158329 0.0810382
0.2425 0.763789 0.553305 0.242839 0.145746 0.161096 0.0822524
0.2475 1.97283 0.779975 0.787157 0.15561 0.164996 0.0861882
0.2525 1.14912 0.18503 0.434176 0.161355 0.165921 0.088359
0.2575 1.29873 1.17679 1.09658 0.167849 0.171805 0.0938419
0.2625 0.350191 0.143375 0.601914 0.1696 0.172522 0.0968515
0.2675 0.60928 0.0700764 0.235681 0.172646 0.172872 0.0980299
0.2725 0.358017 0.196519 0.300813 0.174436 0.173855 0.099534
0.2775 0.114821 0.131417 0.251463 0.17501 0.174512 0.100791
0.2825 0.18614 0.111691 0.113702 0.175941 0.17507 0.10136
0.2875 0.182199 0.135759 0.113016 0.176852 0.175749 0.101925
0.2925 0.105793 0.222003 0.187782 0.177381 0.176859 0.102864
0.2975 0.189107 0.976904 0.203716 0.178327 0.181743 0.103882
0.3025 0.0977052 0.602217 0.217912 0.178815 0.184755 0.104972
0.3075 0.25808 0.106954 0.305937 0.180106 0.185289 0.106502
0.3125 0.948553 0.230573 0.344335 0.184848 0.186442 0.108223
0.3175 0.480046 0.62056 0.162601 0.187249 0.189545 0.109036
0.3225 0.716983 0.633346 0.720952 0.190834 0.192712 0.112641
0.3275 1.33599 0.663202 0.615009 0.197513 0.196028 0.115716
0.3325 1.35646 0.725038 0.541265 0.204296 0.199653 0.118422
0.3375 0.639949 3.07778 0.461007 0.207496 0.215042 0.120727
