0.0025 2.58883 8.17733 2.58818 0.0129442 0.0408866 0.0129409
0.0075 0.809638 2.4033 0.195571 0.0169924 0.0529031 0.0139188
0.0125 1.54398 1.05 0.172466 0.0247123 0.0581531 0.0147811
0.0175 3.61241 0.267519 1.04374 0.0427743 0.0594907 0.0199998
0.0225 2.67114 2.22425 1.31729 0.05613 0.070612 0.0265863
0.0275 0.5993 2.90459 1.32678 0.0591265 0.0851349 0.0332202
0.0325 1.01135 0.817668 1.1385 0.0641833 0.0892232 0.0389126
0.0375 0.198315 0.137547 1.10609 0.0651748 0.089911 0.0444431
0.0425 2.48762 0.0649623 1.10648 0.0776129 0.0902358 0.0499755
0.0475 0.61895 0.235747 2.60022 0.0807077 0.0914145 0.0629766
0.0525 1.15097 0.253865 5.46158 0.0864625 0.0926838 0.0902845
0.0575 2.19908 0.00655357 1.43761 0.0974579 0.0927166 0.0974726
0.0625 0.363994 0.00604386 0.731393 0.0992779 0.0927468 0.10113
0.0675 0.482338 0.00879628 1.06095 0.10169 0.0927908 0.106434
0.0725 0.302503 0.0319431 0.354181 0.103202 0.0929505 0.108205
0.0775 0.16388 0.156466 0.552074 0.104021 0.0937329 0.110966
0.0825 0.0188497 0.600024 0.199982 0.104116 0.096733 0.111965
0.0875 0.0299996 0.186139 0.194917 0.104266 0.0976637 0.11294
0.0925 0.310009 0.320065 0.570593 0.105816 0.099264 0.115793
0.0975 0.175446 0.370185 0.231361 0.106693 0.101115 0.11695
0.1025 0.057549 0.0430362 0.101588 0.106981 0.10133 0.117458
0.1075 0.0851996 0.284446 0.0834079 0.107407 0.102752 0.117875
0.1125 0.171717 0.614584 0.0951196 0.108265 0.105825 0.11835
0.1175 0.397109 0.304988 0.214726 0.110251 0.10735 0.119424
0.1225 0.0768127 0.478503 0.310457 0.110635 0.109743 0.120976
0.1275 0.352473 0.829999 0.331166 0.112397 0.113893 0.122632
0.1325 0.37834 0.861007 0.249795 0.114289 0.118198 0.123881
0.1375 0.102211 0.311024 0.17135 0.1148 0.119753 0.124738
0.1425 0.631697 0.598452 2.71205 0.117959 0.122745 0.138298
0.1475 0.606038 0.145989 2.50174 0.120989 0.123475 0.150807
0.1525 2.94552 0.0807928 0.904962 0.135716 0.123879 0.155332
0.1575 0.155697 0.218731 0.405994 0.136495 0.124973 0.157362
0.1625 0.0306797 0.177336 0.0313812 0.136648 0.125859 0.157519
0.1675 0.345504 0.472092 0.0463715 0.138376 0.12822 0.15775
0.1725 0.0820275 2.45783 0.0789708 0.138786 0.140509 0.158145
0.1775 0.0802226 0.354442 0.028323 0.139187 0.142281 0.158287
0.1825 0.0977794 0.863879 0.0313129 0.139676 0.146601 0.158443
0.1875 0.072301 0.240331 0.16364 0.140037 0.147802 0.159262
0.1925 0.145921 0.483896 0.118664 0.140767 0.150222 0.159855
0.1975 0.346777 0.483607 0.156395 0.142501 0.15264 0.160637
0.2025 0.965845 0.0973455 0.88654 0.14733 0.153126 0.16507
0.2075 0.734691 0.042866 1.16761 0.151004 0.153341 0.170908
0.2125 0.119552 0.0400841 0.574196 0.151601 0.153541 0.173779
0.2175 0.24146 0.603143 0.55184 0.152809 0.156557 0.176538
0.2225 1.25305 4.5806 0.646991 0.159074 0.17946 0.179773
0.2275 0.713485 0.874666 1.02802 0.162641 0.183833 0.184913
0.2325 0.360735 0.417177 0.266311 0.164445 0.185919 0.186244
0.2375 0.910697 0.777513 0.217923 0.168998 0.189807 0.187334
0.2425 0.248499 1.84539 0.201943 0.170241 0.199034 0.188344
0.2475 0.0557661 0.435654 0.106299 0.17052 0.201212 0.188875
0.2525 0.079109 0.408359 0.0768148 0.170915 0.203254 0.189259
0.2575 0.585423 0.568083 0.624357 0.173842 0.206094 0.192381
0.2625 0.145596 0.0571982 0.104769 0.17457 0.20638 0.192905
0.2675 0.0405617 0.0796127 0.0517019 0.174773 0.206778 0.193163
0.2725 0.0354741 0.288243 0.0657301 0.174951 0.208219 0.193492
0.2775 0.423928 0.101189 0.0974709 0.17707 0.208725 0.193979
0.2825 0.197799 0.0308576 0.814304 0.178059 0.20888 0.198051
0.2875 2.78138 0.104189 0.913164 0.191966 0.209401 0.202617
0.2925 0.457129 0.0502602 1.20645 0.194252 0.209652 0.208649
0.2975 1.1269 0.00740186 1.60257 0.199886 0.209689 0.216662
0.3025 0.209231 0.11389 3.74364 0.200932 0.210258 0.23538
0.3075 0.444485 0.0936186 1.88614 0.203155 0.210726 0.244811
0.3125 1.19095 0.0268834 0.492673 0.20911 0.210861 0.247274
0.3175 1.04999 0.151875 0.0213957 0.21436 0.21162 0.247381
0.3225 1.45098 0.331132 0.726721 0.221615 0.213276 0.251015
0.3275 1.94383 1.16918 0.262394 0.231334 0.219122 0.252327
0.3325 3.46501 1.16664 1.08303 0.248659 0.224955 0.257742
