0.000000000000000000e+00 9.195105238105078627e+01
1.000000000000000056e-01 4.768946946691740862e+01
2.000000000000000111e-01 3.734376059646557877e+01
2.999999999999999889e-01 3.333345886413509618e+01
4.000000000000000222e-01 3.157142210275200966e+01
5.000000000000000000e-01 3.082630357296552503e+01
5.999999999999999778e-01 3.059316148576432681e+01
7.000000000000000666e-01 3.062599538894495410e+01
8.000000000000000444e-01 3.079273832433940683e+01
9.000000000000000222e-01 3.101919072420819745e+01
1.000000000000000000e+00 3.126342840117519373e+01
1.100000000000000089e+00 3.150248551249465478e+01
1.199999999999999956e+00 3.172473234652344587e+01
1.300000000000000044e+00 3.192525429087707067e+01
1.400000000000000133e+00 3.210297960728439648e+01
1.500000000000000000e+00 3.225888395741206693e+01
1.600000000000000089e+00 3.239501133445397585e+01
1.699999999999999956e+00 3.251362191619905673e+01
1.800000000000000044e+00 3.261706044104883517e+01
1.900000000000000133e+00 3.270747359248233010e+01
2.000000000000000000e+00 3.278675822717386978e+01
2.100000000000000089e+00 3.285654651174082375e+01
2.200000000000000178e+00 3.291822095385990821e+01
2.300000000000000266e+00 3.297294262401983644e+01
2.399999999999999911e+00 3.302168315456214742e+01
2.500000000000000000e+00 3.306525560262842589e+01
2.600000000000000089e+00 3.310434193473928843e+01
2.700000000000000178e+00 3.313951640373145580e+01
2.800000000000000266e+00 3.317126488111546223e+01
2.899999999999999911e+00 3.320000057954971595e+01
3.000000000000000000e+00 3.322607672548696911e+01
3.100000000000000089e+00 3.324979674311709488e+01
