0.000000000000000000e+00 3.938270949473917040e-09 3.938270946607817281e-09 3.938270974565425144e-09
1.011381805440398317e-02 3.938087284660962860e-09 3.938087273779130586e-09 3.938087200887305819e-09
2.022763610880796634e-02 3.937839469240157718e-09 3.937839445384149738e-09 3.937839274855030701e-09
3.034145416321194777e-02 3.937530840339419262e-09 3.937530798846355597e-09 3.937530533271660449e-09
4.045527221761593267e-02 3.937164572356764090e-09 3.937164508844016861e-09 3.937164150248365278e-09
5.056909027201991758e-02 3.936743684841830215e-09 3.936743595192373448e-09 3.936743145083004311e-09
6.068290832642389554e-02 3.936271049985708820e-09 3.936270930334316110e-09 3.936270389747288025e-09
7.079672638082788738e-02 3.935749399739735887e-09 3.935749246459746335e-09 3.935748616002941100e-09
8.091054443523186535e-02 3.935181332582181988e-09 3.935181142273061886e-09 3.935180422166090163e-09
9.102436248963584331e-02 3.934569319951332685e-09 3.934569089426692977e-09 3.934568279538071927e-09
1.011381805440398352e-01 3.933915712361948184e-09 3.933915438638302257e-09 3.933914538519862941e-09
1.112519985984438131e-01 3.933222745221515986e-09 3.933222425507482479e-09 3.933221434426359419e-09
1.213658166528477911e-01 3.932492544361611780e-09 3.932492176047708002e-09 3.932491093016044060e-09
1.314796347072517690e-01 3.931727131298937704e-09 3.931726711947892525e-09 3.931725535750294683e-09
1.415934527616557748e-01 3.930928428239876730e-09 3.930927955577360363e-09 3.930926684796403356e-09
1.517072708160597527e-01 3.930098262841502724e-09 3.930097734747385086e-09 3.930096367787172815e-09
1.618210888704637307e-01 3.929238372741434073e-09 3.929237787241431082e-09 3.929236322349424255e-09
1.719349069248677087e-01 3.928350409868273505e-09 3.928349765125982164e-09 3.928348200413138490e-09
1.820487249792716866e-01 3.927435944543408157e-09 3.927435238852858614e-09 3.927433572312233613e-09
1.921625430336756923e-01 3.926496469385118423e-09 3.926495701163533664e-09 3.926493930687487679e-09
2.022763610880796703e-01 3.925533403024431265e-09 3.925532570805428514e-09 3.925530694201403526e-09
2.123901791424836483e-01 3.924548093642321526e-09 3.924547196069503249e-09 3.924545211074595319e-09
2.225039971968876262e-01 3.923541822337243612e-09 3.923540858158010207e-09 3.923538762452349120e-09
2.326178152512916042e-01 3.922515806331238052e-09 3.922514774390921484e-09 3.922512565609989126e-09
2.427316333056955822e-01 3.921471202022641549e-09 3.921470101259034379e-09 3.921467777004878822e-09
2.528454513600995601e-01 3.920409107893143761e-09 3.920407937331180372e-09 3.920405495182744051e-09
2.629592694145035381e-01 3.919330567276081220e-09 3.919329326022825931e-09 3.919326763545401975e-09
2.730730874689075716e-01 3.918236570993025909e-09 3.918235258232950600e-09 3.918232572986701136e-09
2.831869055233115495e-01 3.917128059864965803e-09 3.917126674855413659e-09 3.917123864403247882e-09
2.933007235777155275e-01 3.916005927104270497e-09 3.916004469171195197e-09 3.916001531085811156e-09
3.034145416321195055e-01 3.914871020593242087e-09 3.914869489127111609e-09 3.914866420997493712e-09
3.135283596865234834e-01 3.913724145054706586e-09 3.913722539506694038e-09 3.913719338943821426e-09
3.236421777409274614e-01 3.912566064120020047e-09 3.912564383998284664e-09 3.912561048640430130e-09
3.337559957953314393e-01 3.911397502299195234e-09 3.911395747165434689e-09 3.911392274682828322e-09
3.438698138497354173e-01 3.910219146858165689e-09 3.910217316324312334e-09 3.910213704423305544e-09
3.539836319041393953e-01 3.909031649607407469e-09 3.909029743332530542e-09 3.909025989759296043e-09
3.640974499585433732e-01 3.907835628606336526e-09 3.907833646293639487e-09 3.907829748837499041e-09
3.742112680129473512e-01 3.906631669787396774e-09 3.906629611181425571e-09 3.906625567677728580e-09
3.843250860673513847e-01 3.905420328503791949e-09 3.905418193387760741e-09 3.905414001720382328e-09
3.944389041217553626e-01 3.904202131004333746e-09 3.904199919197659080e-09 3.904195577301150762e-09
4.045527221761593406e-01 3.902977575839127739e-09 3.902975287194967684e-09 3.902970793056431763e-09
4.146665402305633186e-01 3.901747135199069959e-09 3.901744769602089897e-09 3.901740121262755237e-09
4.247803582849672965e-01 3.900511256192522418e-09 3.900508813556777454e-09 3.900504009113288232e-09
4.348941763393712745e-01 3.899270362062117291e-09 3.899267842328977692e-09 3.899262879934389319e-09
4.450079943937752525e-01 3.898024853344263137e-09 3.898022256480576330e-09 3.898017134345205796e-09
4.551218124481792304e-01 3.896775108974522887e-09 3.896772434970712603e-09 3.896767151362735700e-09
4.652356305025832084e-01 3.895521487340874505e-09 3.895518736209317847e-09 3.895513289455134783e-09
4.753494485569871864e-01 3.894264327287746950e-09 3.894261499061059650e-09 3.894255887545606070e-09
4.854632666113911643e-01 3.893003949072785247e-09 3.893001043802400568e-09 3.892995265969118600e-09
4.955770846657951978e-01 3.891740655278894042e-09 3.891737673033514297e-09 3.891731727384326912e-09
5.056909027201991202e-01 3.890474731683276033e-09 3.890471672547611961e-09 3.890465557642675646e-09
5.158047207746031537e-01 3.889206448085878171e-09 3.889203312159287400e-09 3.889197026616684445e-09
