0.000000000000000000e+00 nan
1.000000020216089067e-02 1.766374515700012970e-01
2.000000040432175705e-02 1.146139351339925394e-02
3.000000060648267200e-02 -4.945403256230342624e-03
4.000000080864356267e-02 -3.969702591670244002e-02
5.000000101080445680e-02 -7.280885487892232652e-03
6.000000121296534400e-02 -1.789031768131038244e-02
7.000000141512624507e-02 -1.661609271443300478e-02
8.000000161728712533e-02 -1.259653519330049612e-02
9.000000181944801947e-02 -8.852796891214426145e-02
1.000000020216089136e-01 -9.117839246081723553e-03
1.100000022237697939e-01 1.741524406634474553e-02
1.200000024259306880e-01 -5.743656665811463884e-03
1.300000026280915821e-01 3.118193795127401861e-03
1.400000028302524901e-01 -2.284763315861574728e-03
1.500000030324133704e-01 2.174654038400066283e-02
1.600000032345742507e-01 -6.062336148959286512e-03
1.700000034367351309e-01 -9.626765231543868429e-02
1.800000036388960389e-01 -9.149839577703794413e-03
1.900000038410569192e-01 -2.860448486960188649e-02
2.000000040432176052e-01 -1.206675437971276889e-02
2.100000042453784854e-01 -2.197757520060186764e-02
2.200000044475393657e-01 -1.466414622855459655e-02
2.300000046497002459e-01 -2.040238875313322292e-02
2.400000048518611540e-01 -1.693983833849642059e-02
2.500000050540210905e-01 -2.043858818770347488e-02
2.600000052561836639e-01 -1.901338312881319104e-02
2.700000054583437947e-01 -2.126811324841193854e-02
2.800000056605039811e-01 -2.103534684822327624e-02
2.900000058626665544e-01 -2.262149375020106046e-02
3.000000060648267408e-01 -2.314787575688207616e-02
