0.000000000000000000e+00 9.963185929942574148e+01
1.000000020216089136e-01 5.334700211585305851e+01
2.000000040432176052e-01 4.252994551215059005e+01
3.000000060648267408e-01 3.837547843841355899e+01
4.000000080864356544e-01 3.655827187972781900e+01
5.000000101080446235e-01 3.577689655235996469e+01
6.000000121296534816e-01 3.550473032904402970e+01
7.000000141512624507e-01 3.549178083864908473e+01
8.000000161728713088e-01 3.560842619791105079e+01
9.000000181944802780e-01 3.578445807024302638e+01
1.000000020216089247e+00 3.598139214188564949e+01
1.100000022237695774e+00 3.617846384571843998e+01
1.200000024259304521e+00 3.636501414663846532e+01
1.300000026280913490e+00 3.653615954355671391e+01
1.400000028302522459e+00 3.669026910427375299e+01
1.500000030324131206e+00 3.682748103768602022e+01
1.600000032345740175e+00 3.694883305618632363e+01
1.700000034367349144e+00 3.705575973929626343e+01
1.800000036388957891e+00 3.714980985595578034e+01
1.900000038410566860e+00 3.723249478016428071e+01
2.000000040432175830e+00 3.730521396569589143e+01
2.100000042453785021e+00 3.736922468746621462e+01
2.200000044475393324e+00 3.742563626695949353e+01
2.300000046497002515e+00 3.747541703497353893e+01
2.400000048518611262e+00 3.751940716252962460e+01
2.500000050540210683e+00 3.755833349865714865e+01
2.600000052561836750e+00 3.759282433191802397e+01
2.700000054583438391e+00 3.762342305454753699e+01
2.800000056605039589e+00 3.765060030743388353e+01
2.900000058626665655e+00 3.767476451895555556e+01
3.000000060648267297e+00 3.769627091989629264e+01
3.100000062669868939e+00 3.771542919142483186e+01
