 0.0000000e+00 fs:  6.8593131e-08  1.0000000e+00 -3.9460907e-14  9.4832814e-22  1.3824208e-43  9.6635461e-30
 1.0000000e+03 fs:  5.8146169e-08  8.1539699e-01  9.8094005e-01  4.1350269e-09  8.3323433e-30  7.8732016e-30
 2.0000000e+03 fs:  5.5361680e-08  7.7678142e-01  9.2716331e-01  3.9298194e-09  8.8993371e-30  7.4972601e-30
 3.0000000e+03 fs:  5.3763137e-08  7.5442552e-01  8.9934024e-01  3.8088907e-09  8.5418845e-30  7.3062078e-30
 4.0000000e+03 fs:  5.2343207e-08  7.3452055e-01  8.7524392e-01  3.7094928e-09  8.5911883e-30  7.1398075e-30
 5.0000000e+03 fs:  5.0977264e-08  7.1536610e-01  8.5214670e-01  3.6149435e-09  7.8639571e-30  6.9271848e-30
 6.0000000e+03 fs:  4.9649017e-08  6.9673917e-01  8.2970274e-01  3.5230852e-09  8.0858243e-30  6.7546215e-30
 7.0000000e+03 fs:  4.8355633e-08  6.7860073e-01  8.0785525e-01  3.4335950e-09  7.6605789e-30  6.5635693e-30
 8.0000000e+03 fs:  4.7095975e-08  6.6093493e-01  7.8658365e-01  3.3463810e-09  7.2230077e-30  6.4279838e-30
 9.0000000e+03 fs:  4.5869135e-08  6.4372908e-01  7.6587216e-01  3.2613816e-09  7.5065046e-30  6.2646649e-30
 1.0000000e+04 fs:  4.4674256e-08  6.2697116e-01  7.4570596e-01  3.1785399e-09  7.4510378e-30  6.0921016e-30
 1.1000000e+04 fs:  4.3510503e-08  6.1064949e-01  7.2607069e-01  3.0978013e-09  6.7238066e-30  5.9210790e-30
 1.2000000e+04 fs:  4.2377067e-08  5.9475273e-01  7.0695238e-01  3.0191123e-09  7.2291706e-30  5.7808713e-30
 1.3000000e+04 fs:  4.1273157e-08  5.7926980e-01  6.8833741e-01  2.9424209e-09  6.6745028e-30  5.6113895e-30
 1.4000000e+04 fs:  4.0198005e-08  5.6418994e-01  6.7021254e-01  2.8676766e-09  6.0212274e-30  5.4681003e-30
 1.5000000e+04 fs:  3.9150860e-08  5.4950265e-01  6.5256485e-01  2.7948297e-09  6.1876277e-30  5.3186481e-30
 1.6000000e+04 fs:  3.8130994e-08  5.3519772e-01  6.3538180e-01  2.7238324e-09  6.4772876e-30  5.1907664e-30
 1.7000000e+04 fs:  3.7137696e-08  5.2126518e-01  6.1865115e-01  2.6546375e-09  6.0027385e-30  5.0413142e-30
 1.8000000e+04 fs:  3.6170273e-08  5.0769535e-01  6.0236099e-01  2.5871993e-09  5.5220263e-30  4.9288399e-30
 1.9000000e+04 fs:  3.5228052e-08  4.9447878e-01  5.8649972e-01  2.5214734e-09  6.1013461e-30  4.7732248e-30
 2.0000000e+04 fs:  3.4310376e-08  4.8160627e-01  5.7105606e-01  2.4574162e-09  5.6514488e-30  4.7054320e-30
 2.1000000e+04 fs:  3.3416606e-08  4.6906887e-01  5.5601900e-01  2.3949854e-09  5.7870343e-30  4.5205428e-30
 2.2000000e+04 fs:  3.2546118e-08  4.5685786e-01  5.4137785e-01  2.3341398e-09  5.2446924e-30  4.4465871e-30
 2.3000000e+04 fs:  3.1698307e-08  4.4496473e-01  5.2712218e-01  2.2748390e-09  5.0659661e-30  4.3140831e-30
 2.4000000e+04 fs:  3.0872582e-08  4.3338121e-01  5.1324185e-01  2.2170440e-09  4.8810769e-30  4.2278014e-30
 2.5000000e+04 fs:  3.0068366e-08  4.2209925e-01  4.9972698e-01  2.1607164e-09  5.3124852e-30  4.0922159e-30
 2.6000000e+04 fs:  2.9285101e-08  4.1111099e-01  4.8656793e-01  2.1058192e-09  4.8256101e-30  4.0105565e-30
 2.7000000e+04 fs:  2.8522240e-08  4.0040878e-01  4.7375535e-01  2.0523159e-09  4.2586163e-30  3.8888377e-30
 2.8000000e+04 fs:  2.7779252e-08  3.8998518e-01  4.6128012e-01  2.0001712e-09  4.1723346e-30  3.7809857e-30
 2.9000000e+04 fs:  2.7055618e-08  3.7983293e-01  4.4913335e-01  1.9493506e-09  4.0860530e-30  3.6792966e-30
 3.0000000e+04 fs:  2.6350835e-08  3.6994498e-01  4.3730640e-01  1.8998205e-09  4.2524533e-30  3.6007186e-30
 3.1000000e+04 fs:  2.5664412e-08  3.6031443e-01  4.2579085e-01  1.8515482e-09  3.9134896e-30  3.4913258e-30
 3.2000000e+04 fs:  2.4995870e-08  3.5093460e-01  4.1457849e-01  1.8045017e-09  4.1107049e-30  3.4004219e-30
 3.3000000e+04 fs:  2.4344743e-08  3.4179895e-01  4.0366135e-01  1.7586499e-09  3.8580229e-30  3.2771624e-30
 3.4000000e+04 fs:  2.3710579e-08  3.3290112e-01  3.9303166e-01  1.7139626e-09  3.9196526e-30  3.2448068e-30
 3.5000000e+04 fs:  2.3092934e-08  3.2423493e-01  3.8268184e-01  1.6704101e-09  3.9319786e-30  3.1585251e-30
 3.6000000e+04 fs:  2.2491379e-08  3.1579434e-01  3.7260454e-01  1.6279637e-09  3.5036518e-30  3.0891916e-30
 3.7000000e+04 fs:  2.1905495e-08  3.0757348e-01  3.6279257e-01  1.5865952e-09  3.2139919e-30  2.9859618e-30
 3.8000000e+04 fs:  2.1334872e-08  2.9956664e-01  3.5323895e-01  1.5462774e-09  3.3002736e-30  2.9096950e-30
 3.9000000e+04 fs:  2.0779115e-08  2.9176823e-01  3.4393688e-01  1.5069835e-09  3.3742293e-30  2.8303466e-30
 4.0000000e+04 fs:  2.0237834e-08  2.8417284e-01  3.3487973e-01  1.4686876e-09  3.1431177e-30  2.7332798e-30
 4.1000000e+04 fs:  1.9710654e-08  2.7677517e-01  3.2606106e-01  1.4313643e-09  3.0167767e-30  2.6570130e-30
 4.2000000e+04 fs:  1.9197208e-08  2.6957009e-01  3.1747460e-01  1.3949890e-09  3.1770140e-30  2.6439166e-30
 4.3000000e+04 fs:  1.8697136e-08  2.6255257e-01  3.0911421e-01  1.3595376e-09  2.9120061e-30  2.5329831e-30
 4.4000000e+04 fs:  1.8210091e-08  2.5571774e-01  3.0097397e-01  1.3249865e-09  2.7548502e-30  2.4752052e-30
 4.5000000e+04 fs:  1.7735733e-08  2.4906084e-01  2.9304806e-01  1.2913131e-09  2.9181691e-30  2.4151162e-30
 4.6000000e+04 fs:  1.7273733e-08  2.4257723e-01  2.8533084e-01  1.2584950e-09  2.8750282e-30  2.3581086e-30
 4.7000000e+04 fs:  1.6823767e-08  2.3626241e-01  2.7781683e-01  1.2265104e-09  2.6593241e-30  2.3003307e-30
 4.8000000e+04 fs:  1.6385523e-08  2.3011198e-01  2.7050067e-01  1.1953383e-09  2.6069388e-30  2.2225232e-30
 4.9000000e+04 fs:  1.5958695e-08  2.2412166e-01  2.6337715e-01  1.1649580e-09  2.5637979e-30  2.1639749e-30
 5.0000000e+04 fs:  1.5542986e-08  2.1828728e-01  2.5644120e-01  1.1353494e-09  2.4621088e-30  2.1162118e-30
 5.1000000e+04 fs:  1.5138106e-08  2.1260479e-01  2.4968789e-01  1.1064929e-09  2.5391460e-30  2.0561228e-30
 5.2000000e+04 fs:  1.4743773e-08  2.0707022e-01  2.4311239e-01  1.0783694e-09  2.4467014e-30  1.9975745e-30
 5.3000000e+04 fs:  1.4359712e-08  2.0167974e-01  2.3671004e-01  1.0509603e-09  2.2833825e-30  1.9582856e-30
 5.4000000e+04 fs:  1.3985655e-08  1.9642958e-01  2.3047628e-01  1.0242475e-09  2.3912346e-30  1.9112929e-30
 5.5000000e+04 fs:  1.3621343e-08  1.9131610e-01  2.2440666e-01  9.9821328e-10  2.1293081e-30  1.8558261e-30
 5.6000000e+04 fs:  1.3266521e-08  1.8633574e-01  2.1849686e-01  9.7284043e-10  2.0769229e-30  1.8049815e-30
 5.7000000e+04 fs:  1.2920942e-08  1.8148502e-01  2.1274268e-01  9.4811216e-10  2.0615154e-30  1.7579889e-30
