 5.8000000e+04 fs:  1.2584365e-08  1.7676058e-01  2.0714001e-01  9.2401210e-10  1.9783152e-30  1.7117665e-30
 5.9000000e+04 fs:  1.2256556e-08  1.7215913e-01  2.0168488e-01  9.0052430e-10  1.9166855e-30  1.6640035e-30
 6.0000000e+04 fs:  1.1937286e-08  1.6767747e-01  1.9637339e-01  8.7763321e-10  1.8858706e-30  1.6270256e-30
 6.1000000e+04 fs:  1.1626333e-08  1.6331248e-01  1.9120176e-01  8.5532369e-10  1.9659893e-30  1.5723292e-30
 6.2000000e+04 fs:  1.1323481e-08  1.5906112e-01  1.8616631e-01  8.3358096e-10  1.7903445e-30  1.5476773e-30
 6.3000000e+04 fs:  1.1028517e-08  1.5492043e-01  1.8126346e-01  8.1239063e-10  1.7148480e-30  1.5014550e-30
 6.4000000e+04 fs:  1.0741237e-08  1.5088753e-01  1.7648972e-01  7.9173869e-10  1.6239441e-30  1.4536919e-30
 6.5000000e+04 fs:  1.0461440e-08  1.4695962e-01  1.7184167e-01  7.7161145e-10  1.6470553e-30  1.4290400e-30
 6.6000000e+04 fs:  1.0188932e-08  1.4313397e-01  1.6731603e-01  7.5199560e-10  1.7194703e-30  1.3874399e-30
 6.7000000e+04 fs:  9.9235230e-09  1.3940790e-01  1.6290955e-01  7.3287815e-10  1.4236474e-30  1.3481510e-30
 6.8000000e+04 fs:  9.6650274e-09  1.3577883e-01  1.5861911e-01  7.1424644e-10  1.5160921e-30  1.3184916e-30
 6.9000000e+04 fs:  9.4132655e-09  1.3224424e-01  1.5444165e-01  6.9608813e-10  1.4883587e-30  1.2818990e-30
 7.0000000e+04 fs:  9.1680619e-09  1.2880165e-01  1.5037420e-01  6.7839122e-10  1.3589362e-30  1.2391433e-30
 7.1000000e+04 fs:  8.9292456e-09  1.2544869e-01  1.4641385e-01  6.6114397e-10  1.4498401e-30  1.2060173e-30
 7.2000000e+04 fs:  8.6966504e-09  1.2218302e-01  1.4255779e-01  6.4433497e-10  1.3342843e-30  1.1863728e-30
 7.3000000e+04 fs:  8.4701141e-09  1.1900235e-01  1.3880327e-01  6.2795309e-10  1.3389065e-30  1.1609506e-30
 7.4000000e+04 fs:  8.2494789e-09  1.1590449e-01  1.3514763e-01  6.1198749e-10  1.3604769e-30  1.1228172e-30
 7.5000000e+04 fs:  8.0345911e-09  1.1288727e-01  1.3158825e-01  5.9642759e-10  1.2218100e-30  1.1016319e-30
 7.6000000e+04 fs:  7.8253010e-09  1.0994859e-01  1.2812260e-01  5.8126309e-10  1.2973064e-30  1.0650393e-30
 7.7000000e+04 fs:  7.6214627e-09  1.0708642e-01  1.2474821e-01  5.6648394e-10  1.1848321e-30  1.0357651e-30
 7.8000000e+04 fs:  7.4229343e-09  1.0429876e-01  1.2146268e-01  5.5208037e-10  1.2218100e-30  1.0168910e-30
 7.9000000e+04 fs:  7.2295774e-09  1.0158366e-01  1.1826368e-01  5.3804282e-10  1.2141062e-30  9.8415020e-31
 8.0000000e+04 fs:  7.0412573e-09  9.8939246e-02  1.1514891e-01  5.2436201e-10  1.1555580e-30  9.6219460e-31
 8.1000000e+04 fs:  6.8578427e-09  9.6363671e-02  1.1211617e-01  5.1102887e-10  1.0384614e-30  9.3831307e-31
 8.2000000e+04 fs:  6.6792060e-09  9.3855144e-02  1.0916329e-01  4.9803458e-10  1.0785208e-30  9.1366117e-31
 8.3000000e+04 fs:  6.5052226e-09  9.1411919e-02  1.0628818e-01  4.8537053e-10  1.0723578e-30  8.8207591e-31
 8.4000000e+04 fs:  6.3357713e-09  8.9032297e-02  1.0348878e-01  4.7302832e-10  1.0723578e-30  8.6127587e-31
 8.5000000e+04 fs:  6.1707341e-09  8.6714622e-02  1.0076310e-01  4.6099979e-10  9.5834274e-31  8.4471287e-31
 8.6000000e+04 fs:  6.0099960e-09  8.4457281e-02  9.8109200e-02  4.4927696e-10  9.7683167e-31  8.2121653e-31
 8.7000000e+04 fs:  5.8534449e-09  8.2258703e-02  9.5525188e-02  4.3785208e-10  9.7683167e-31  7.9425351e-31
 8.8000000e+04 fs:  5.7009719e-09  8.0117360e-02  9.3009226e-02  4.2671757e-10  8.9902410e-31  7.7614977e-31
 8.9000000e+04 fs:  5.5524706e-09  7.8031760e-02  9.0559520e-02  4.1586605e-10  8.8746852e-31  7.5804603e-31
 9.0000000e+04 fs:  5.4078377e-09  7.6000453e-02  8.8174327e-02  4.0529035e-10  8.9286112e-31  7.3801635e-31
 9.1000000e+04 fs:  5.2669723e-09  7.4022025e-02  8.5851948e-02  3.9498345e-10  7.8963128e-31  7.1490520e-31
 9.2000000e+04 fs:  5.1297763e-09  7.2095100e-02  8.3590729e-02  3.8493852e-10  8.1274244e-31  7.0354221e-31
 9.3000000e+04 fs:  4.9961541e-09  7.0218337e-02  8.1389059e-02  3.7514891e-10  7.7576458e-31  6.8023846e-31
 9.4000000e+04 fs:  4.8660126e-09  6.8390430e-02  7.9245371e-02  3.6560813e-10  6.9333478e-31  6.6117175e-31
 9.5000000e+04 fs:  4.7392612e-09  6.6610107e-02  7.7158137e-02  3.5630987e-10  7.0411999e-31  6.4306801e-31
 9.6000000e+04 fs:  4.6158116e-09  6.4876130e-02  7.5125872e-02  3.4724796e-10  7.1182371e-31  6.2997168e-31
 9.7000000e+04 fs:  4.4955776e-09  6.3187292e-02  7.3147126e-02  3.3841639e-10  6.6637176e-31  6.1437165e-31
 9.8000000e+04 fs:  4.3784757e-09  6.1542418e-02  7.1220493e-02  3.2980932e-10  6.9795701e-31  5.9723088e-31
 9.9000000e+04 fs:  4.2644241e-09  5.9940364e-02  6.9344598e-02  3.2142104e-10  6.5635693e-31  5.8066788e-31
